20260501 000000;1.173090;1.173100;1.173040;1.173070;0
20260501 000100;1.173080;1.173110;1.173040;1.173040;0
20260501 000200;1.173040;1.173090;1.173030;1.173030;0
20260501 000300;1.173040;1.173050;1.172770;1.172940;0
20260501 000400;1.172940;1.172990;1.172930;1.172950;0
20260501 000500;1.172960;1.173210;1.172960;1.173190;0
20260501 000600;1.173200;1.173200;1.173040;1.173040;0
20260501 000700;1.173030;1.173030;1.172940;1.172950;0
20260501 000800;1.172960;1.172960;1.172870;1.172900;0
20260501 000900;1.172920;1.172940;1.172900;1.172930;0
20260501 001000;1.172930;1.172970;1.172840;1.172840;0
20260501 001100;1.172860;1.172950;1.172860;1.172940;0
20260501 001200;1.172930;1.172940;1.172930;1.172940;0
20260501 001300;1.172930;1.172940;1.172930;1.172930;0
20260501 001400;1.172930;1.172930;1.172860;1.172890;0
20260501 001500;1.172890;1.172940;1.172840;1.172890;0
20260501 001600;1.172900;1.172900;1.172850;1.172900;0
20260501 001700;1.172930;1.172930;1.172820;1.172860;0
20260501 001800;1.172850;1.172880;1.172850;1.172880;0
20260501 001900;1.172870;1.172880;1.172870;1.172880;0
20260501 002000;1.172860;1.172860;1.172820;1.172830;0
20260501 002100;1.172830;1.172830;1.172720;1.172720;0
20260501 002200;1.172740;1.172780;1.172730;1.172740;0
20260501 002300;1.172770;1.172770;1.172740;1.172740;0
20260501 002400;1.172750;1.172750;1.172690;1.172750;0
20260501 002500;1.172750;1.172750;1.172720;1.172730;0
20260501 002600;1.172740;1.172750;1.172690;1.172720;0
20260501 002700;1.172710;1.172710;1.172660;1.172670;0
20260501 002800;1.172650;1.172690;1.172620;1.172640;0
20260501 002900;1.172640;1.172690;1.172630;1.172630;0
20260501 003000;1.172640;1.172760;1.172590;1.172760;0
20260501 003100;1.172760;1.172760;1.172690;1.172740;0
20260501 003200;1.172740;1.172740;1.172690;1.172690;0
20260501 003300;1.172700;1.172700;1.172680;1.172680;0
20260501 003400;1.172680;1.172690;1.172640;1.172640;0
20260501 003500;1.172660;1.172720;1.172660;1.172720;0
